!prjZoneName,z001,z002,z003,z004,z005,z006,z007,z008,z009,z010,z011,z013,z014,z015,z016,z018,z019,z020,z021,z022,z023,z024,z025,z027,z028,z029,z030,z031,z032,z033,z034
!zoneHeatLoad,3957.47,2661.56,2854.32,3026.17,2664.66,4431.5,2170.12,6201.67,3382.99,2401.18,2526.9,2433.93,2315.31,3751.48,5054.28,2546.94,2198.53,4069.76,2418.46,2446.74,2658.65,2467.39,2233.79,6074.47,4752.76,5817.78,2347.1,2443.59,5574.66,2286.22,3378.41
!zoneVolume,1015.30,787.13,787.78,787.78,787.78,1047.25,583.38,1988.54,1109.87,787.13,787.78,787.78,787.78,1144.80,1612.20,771.65,667.05,1015.30,787.13,787.78,787.78,771.65,667.05,1630.63,1612.20,1988.54,787.78,787.78,1719.79,787.13,1109.87
!ACH,0xd1003e45f04ha1,0xa1000fa5f05fba,0xa1001eg5f04fhi,0xa1001e15f04fhd,0xa1000f85f05fb0,0xd1003eedf04gac,0x710028ecf04iac,0x41002kejf04d0c,0xe100344af04i41,0xa10004b5f04f41,0xa10014g5f04f4i,0xa1001415f04f4d,0xa1000475f04f49,0xe10034ejf04h4c,0x01002k40f04i91,0xa1002b41f04i71,0x8100284ef04i21,0xd1103e45ff4ha1,0xa1100fa5ff5fba,0xa1101eg5ff4fhi,0xa1101e15ff4fhd,0xa1102b41ff4i71,0x8110284eff4i21,0x01103ce5ff4h7c,0x01102k40ff4i91,0x41102kejff4i0c,0xa1101415ff4f4d,0xa11014g5ff4f4i,0x111036e9ff4i7c,0xa11004b5ff4f41,0xe110344aff4i41
!Temperature,0xd1003e45f04ha1,0xa1000fa5f05fba,0xa1001eg5f04fhi,0xa1001e15f04fhd,0xa1000f85f05fb0,0xd1003eedf04gac,0x710028ecf04iac,0x41002kejf04d0c,0xe100344af04i41,0xa10004b5f04f41,0xa10014g5f04f4i,0xa1001415f04f4d,0xa1000475f04f49,0xe10034ejf04h4c,0x01002k40f04i91,0xa1002b41f04i71,0x8100284ef04i21,0xd1103e45ff4ha1,0xa1100fa5ff5fba,0xa1101eg5ff4fhi,0xa1101e15ff4fhd,0xa1102b41ff4i71,0x8110284eff4i21,0x01103ce5ff4h7c,0x01102k40ff4i91,0x41102kejff4i0c,0xa1101415ff4f4d,0xa11014g5ff4f4i,0x111036e9ff4i7c,0xa11004b5ff4f41,0xe110344aff4i41
