stationId,name,fileType,lat,lon,site,sources,download_url
703500,Kodiak.AP AK USA,Custom-703500,57.74306,-152.4867,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.2004-2018.zip
703500,Kodiak.AP AK USA,TMYx,57.751,-152.486,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.2007-2021.zip
703500,Kodiak.AP AK USA,TMYx,57.751,-152.486,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Kodiak.AP.703500_TMYx.zip
703605,Platinum.AP AK USA,TMYx,59.011,-161.82,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Platinum.AP.703605_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Platinum.AP.703605_TMYx.2007-2021.zip
703605,Platinum.AP AK USA,TMYx,59.011,-161.82,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Platinum.AP.703605_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Platinum.AP.703605_TMYx.zip
703606,Togiak.AP AK USA,Custom-703606,59.05271,-160.3936,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.2004-2018.zip
703606,Togiak.AP AK USA,TMYx,59.067,-160.367,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.2007-2021.zip
703606,Togiak.AP AK USA,TMYx,59.067,-160.367,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Togiak.AP.703606_TMYx.zip
703610,Yakutat.AP AK USA,Custom-703610,59.51667,-139.6667,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.2004-2018.zip
703610,Yakutat.AP AK USA,TMYx,59.512,-139.671,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.2007-2021.zip
703610,Yakutat.AP AK USA,TMYx,59.512,-139.671,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Yakutat.AP.703610_TMYx.zip
703620,Skagway.AP AK USA,Custom-703620,59.46667,-135.3,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.2004-2018.zip
703620,Skagway.AP AK USA,TMYx,59.46667,-135.3,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.2007-2021.zip
703620,Skagway.AP AK USA,TMYx,59.46667,-135.3,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Skagway.AP.703620_TMYx.zip
703621,Seldovia.AP AK USA,Custom-703621,59.443,-151.702,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.2004-2018.zip
703621,Seldovia.AP AK USA,TMYx,59.443,-151.702,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.2007-2021.zip
703621,Seldovia.AP AK USA,TMYx,59.443,-151.702,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Seldovia.AP.703621_TMYx.zip
703625,Haines.Boat.Harbor AK USA,TMYx,59.23249,-135.441,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.Boat.Harbor.703625_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.Boat.Harbor.703625_TMYx.zip
703626,Haines.AP AK USA,Custom-703626,59.243,-135.509,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.2004-2018.zip
703626,Haines.AP AK USA,TMYx,59.243,-135.509,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.2007-2021.zip
703626,Haines.AP AK USA,TMYx,59.243,-135.509,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Haines.AP.703626_TMYx.zip
703640,Eldred.Rock.CGH AK USA,Custom-703640,58.97109,-135.2374,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.2004-2018.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.2004-2018.zip
703640,Eldred.Rock.CGH AK USA,TMYx,58.97109,-135.2374,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.2007-2021.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.2007-2021.zip
703640,Eldred.Rock.CGH AK USA,TMYx,58.97109,-135.2374,/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.zip,onebuilding,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/AK_Alaska/USA_AK_Eldred.Rock.CGH.703640_TMYx.zip
